;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
0;1.02;1.0198704806997456;1.0193174392256532;1.0188321009613233;1.018413141454428;1.018059423923264;1.0177695705751657;1.017547921101485;1.0173898709176832;1.019280377823141;1.0187510116588332;1.0182913895334378;1.017901933424469;1.0175719309167173;1.017321268358556;1.0171243718524838;1.0169964780083376;1.0169159458558013
1;1.02;1.0198747854100076;1.0194424656134187;1.0190744561890386;1.0187771901064915;1.0185432456049959;1.0183671210875325;1.01824652804915;1.0181812308515763;1.0192151445425155;1.018613020291874;1.0180746227998303;1.0176101767984878;1.0172044002070606;1.0168825332518956;1.016631166716026;1.016486432755566;1.0164046148088635
2;1.02;1.0198745680061672;1.0194086548042034;1.0190001916014035;1.0186638407432884;1.0183950396724606;1.018189709637942;1.0180407128679072;1.0179701148999998;1.0192422530113379;1.0186694534821332;1.0181907522048292;1.0177774217352273;1.0174236177596847;1.0171503945614084;1.016946059950227;1.016805867707184;1.0167257705223471
3;1.02;1.019875619548506;1.019433474933313;1.0190497632797604;1.0187404096947827;1.0184949011648217;1.0183075664501267;1.0181781494586273;1.018110307745613;1.019239075916631;1.018663279490742;1.0181650896652492;1.017738489743137;1.0173743799105925;1.0170886091149829;1.0168683827293714;1.0167187907414752;1.016639851416441
4;1.02;1.0198813286614363;1.0194454993710775;1.0190606710672945;1.0187437214804416;1.0184926921188038;1.0183041457474191;1.0181699360313121;1.0181000505466706;1.0192993479148826;1.018773370743332;1.018308853567727;1.017916091395389;1.01758157360683;1.017317789311062;1.0171160978625027;1.0169810989231975;1.016900910496562
5;1.02;1.0198702239202273;1.0194364653830696;1.019073058361826;1.0187832808395445;1.0185561163824344;1.0183833106841573;1.0182669192944436;1.018201200210627;1.0192115263713022;1.018610777506839;1.0180744856288846;1.0176124306607308;1.0172540249380722;1.016966686254767;1.016785309478614;1.016653463695051;1.0165769440920953
6;1.02;1.0199344703460393;1.0197322839893916;1.0196139387240688;1.0195126457906794;1.0194262306877422;1.0193324434245334;1.0193097856036135;1.0192895798974502;1.0196896789621066;1.019476634507805;1.019318760905695;1.019180125706261;1.0190765866719482;1.019014176896376;1.0189453245905786;1.0189102755319217;1.0188686333731456
7;1.02;1.0199587295493502;1.0196763521266181;1.0194151022907483;1.0192015930766185;1.0189386292073148;1.0186262009874223;1.0186407414858833;1.0186758560944924;1.0199891689613245;1.0200205809257197;1.0200907786436488;1.0201957901903982;1.0202877240526287;1.0203500462980293;1.020350305996156;1.0202962655350196;1.0202521529201847
8;1.02;1.0201381601776875;1.0207731383818455;1.021344797682465;1.021817982308103;1.022223855998859;1.0224435184225842;1.0226525784743385;1.0227586608362775;1.0210955189855309;1.022007412147483;1.0229209141640172;1.02386005736056;1.0246007877477912;1.0252798253484954;1.0258132782057456;1.02610245824788;1.0262738848185031
9;1.02;1.0202607601580387;1.0215515581523813;1.022787666955784;1.0236848434723267;1.024472730602915;1.0253082129511204;1.0257248231822644;1.0258506107504965;1.0217595189358009;1.0232406339058904;1.0246703795934655;1.0261061349790566;1.0271623117602677;1.0282986300960468;1.0293490637179046;1.0300282915750014;1.0303935575314236
