;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
0;1.02;1.0198705301512867;1.0192797777183178;1.0188467589436812;1.0184814727811753;1.018196568868162;1.0179805954829828;1.0178439291879255;1.0177737027833555;1.019317751920695;1.018833077546917;1.0184126773547648;1.0180561200864027;1.0177590070098488;1.0175227172535035;1.0173517247901962;1.017228077641586;1.0171582007469857
1;1.02;1.0198748069932506;1.0193284535585487;1.0188473005093484;1.0184304961241297;1.0180953213974846;1.0178666264456198;1.017721784744929;1.0176477787648057;1.0193175448819376;1.0188157670377225;1.0183810839869083;1.018004232359341;1.017686026217132;1.0174254177040158;1.0172282147095966;1.0170938820335855;1.0170300338302058
2;1.02;1.019874569515334;1.0193845166928013;1.0189649395697744;1.0186028368081725;1.0183206574594252;1.0181025343303378;1.0179649369744168;1.0178995231088173;1.0192813902342295;1.018744488938687;1.018270934658512;1.0178608616594211;1.01751031022259;1.0172193710874957;1.016996077352321;1.01683286786036;1.016738567771124
3;1.02;1.0198756205425705;1.0193757623615654;1.0189436379475347;1.018569974414971;1.0182750745246496;1.018050712097884;1.017904635323008;1.0178329982011642;1.0192872683708318;1.0187567831531652;1.018297384541113;1.0178961739207328;1.0175574435762669;1.017279556208133;1.0170656054936098;1.016922285270643;1.016844518771564
4;1.02;1.0198813398135373;1.0194034628945121;1.0189953576154631;1.0186382754798269;1.0183612187844886;1.0181507734734976;1.0180110209884363;1.0179392153007;1.0193378938177602;1.0188487336237313;1.0184274568330496;1.0180686689336338;1.0177681162675616;1.0175236474172105;1.0173451773216735;1.0172214982907506;1.0171599171779795
5;1.02;1.0198702014410594;1.0193954200139677;1.0189862561854248;1.0186474746339902;1.0183830976358652;1.018168699859047;1.0180256534340597;1.0179591136352804;1.0191866005481385;1.0185593766491532;1.0180549177056586;1.0176123574869185;1.017273302356;1.0169923011881288;1.016767764773791;1.0166082167111432;1.0165509837379691
6;1.02;1.0199344661238499;1.019693937937239;1.0194735805326856;1.0193370856145023;1.019232066664846;1.0191634828249603;1.0191528472198728;1.0191434668857247;1.0196987985970383;1.0195342356937016;1.0193894664747425;1.0192615878117215;1.019153310503592;1.0190767960015206;1.019023116791895;1.0189867693107084;1.0189403187465171
7;1.02;1.0199587613748882;1.0199276456909727;1.0198614305756741;1.0198163378830876;1.0197983852553985;1.0197295721376716;1.0196800383756017;1.0196704511614354;1.0198113058388514;1.0199904385307474;1.0201249101656547;1.0202951915572027;1.0204255175260522;1.0205568158085272;1.0206350855740232;1.020761186111021;1.0207806981251901
8;1.02;1.0201382148955265;1.0209857170558259;1.021726934584054;1.0224048945039224;1.0229154598829238;1.023172229650235;1.023277173999844;1.0234120917459724;1.020990896469721;1.021832971142282;1.0226358522997714;1.0233759330721817;1.0239867167920575;1.024552154763738;1.0248762628687889;1.0252416581567034;1.0254321064847063
9;1.02;1.0202613631782274;1.0219050504281024;1.0234224767599835;1.0248853239237514;1.0260020612710652;1.0267277035749787;1.027102416790947;1.0274462079978064;1.0215015617831043;1.0223213380367877;1.0230106607392753;1.0237192374520971;1.0243953290916321;1.0250537936275086;1.025348510344629;1.0256615652189618;1.0260316887757872
10;1.02;1.020341283543286;1.0223158514654773;1.024298987056337;1.026153334605243;1.0275129150128093;1.0285255895674452;1.0291236509382353;1.0296355526211751;1.0219624611593499;1.023507839394636;1.0249523153766364;1.0262096923973734;1.0273247906076626;1.0283113390371876;1.0288021598884518;1.0292923931450333;1.0298103679895867
11;1.02;1.0205478175619471;1.0235593567320347;1.0263645163944568;1.0288300696471853;1.0306884017442945;1.0320239633607782;1.0328206611784922;1.0334873631303725;1.0233390725037812;1.0254172162995179;1.0273889730648735;1.0292330952257507;1.030893599482236;1.0326259640209896;1.0337326350749474;1.0347360410270436;1.0354421901977664
12;1.02;1.0205679458410275;1.0238960506190062;1.0269508552063118;1.029556715226804;1.0314472473631098;1.0330422638779455;1.0339323605970878;1.034694970973143;1.0231654294054349;1.02499533571927;1.0265686041379298;1.0282955216204073;1.0296630748585587;1.0309558561287249;1.0317827340982253;1.0324519707004445;1.0328075722257475
13;1.02;1.0206329473316582;1.0240282176146769;1.0272877455452367;1.0301435404778074;1.0323123973340054;1.033921798436809;1.0349743212513918;1.0357944001315311;1.0238569373375745;1.0262740049748746;1.0282911171064164;1.0300668078807962;1.0313364726044008;1.0327231904174448;1.0336443513080666;1.0342958678144845;1.0344137739895793
14;1.02;1.0207078718377973;1.0240363577769367;1.0272026719309637;1.029913291666921;1.0319329776356856;1.0334073151505534;1.0343786300962448;1.0350296970624084;1.0248757625410376;1.0282904134580264;1.0315027366152314;1.0345336664880203;1.0370885377574988;1.0393026550310132;1.0410239394781944;1.0423650733631715;1.0429673206018084
