;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
0;1.02;1.0198705201539104;1.0194148671812115;1.0190395239871761;1.0187284403439183;1.018476761077767;1.0182952326388908;1.0181610055990857;1.0180931977160568;1.0191842617414473;1.0186557537255418;1.018188018557077;1.0177841410936488;1.0174595878815949;1.017203259741916;1.0170007039487095;1.016861781629794;1.0167918795409756
1;1.02;1.0198748032016056;1.0193955882505632;1.0189979265303861;1.0186673460082263;1.0183953721711212;1.0181973230270946;1.0180620842611385;1.0179976574667768;1.0192584198823624;1.0187072428672526;1.018213609004975;1.017777816975228;1.0174258876751978;1.0171295428061748;1.0169036809704242;1.0167331886798407;1.0166693178032293
2;1.02;1.0198745643752007;1.0194168313580496;1.019038959100364;1.018724412948077;1.0184693367265956;1.0182796101010447;1.0181498914137113;1.018092343174209;1.0192382380199936;1.0186724001379786;1.0181661096487549;1.0177233072355087;1.0173610631435428;1.0170551996653645;1.0168182316311014;1.0166597553200787;1.0165654422799104
3;1.02;1.019875628005208;1.0193883247278075;1.0189797233447624;1.018642190989322;1.018367092193673;1.0181635664446136;1.018030594123224;1.0179720523199007;1.019277074165234;1.0187462624931714;1.01827622541012;1.017864377828913;1.0175308320222805;1.0172552492704985;1.017045199887384;1.0168967971733829;1.0168190269982673
4;1.02;1.019881347025435;1.0194298263315436;1.0190582701466528;1.0187545814226902;1.0185090875564835;1.01833533206447;1.0182163115529623;1.0181652228624176;1.0193132256581594;1.0188148837933955;1.0183725703260627;1.0179927498063024;1.0176836337309294;1.017428887929993;1.017236227518699;1.017107951268686;1.0170463668944951
5;1.02;1.0198702248267755;1.0193058070833207;1.0188157490457657;1.0184435039842383;1.018175240847234;1.0179766521785136;1.0178342982712183;1.0177638059433896;1.019286876639388;1.018765910941843;1.0182990114543224;1.0178895938458363;1.0175590952891231;1.0172859983839797;1.0171155339902969;1.0170054710384;1.016945107153544
6;1.02;1.0199344506890742;1.0197647109454333;1.0196264341268289;1.019528443073611;1.0194682617207673;1.0193933448887016;1.0193075694218219;1.019223659035957;1.0196302116375773;1.0193713880683628;1.0191287859780445;1.0189027611594448;1.0187422292131658;1.0186626602099706;1.018573066745053;1.0185059487261678;1.0184714002835467
7;1.02;1.019958725233218;1.019962590490037;1.0199935918709286;1.0199847282086763;1.01996521073038;1.0199387776418913;1.0198818159570708;1.019860665680322;1.0196898055599652;1.0194014919312362;1.0190813116044952;1.018782885488125;1.018563976984956;1.0186623414335574;1.0186777421937112;1.0187559923059297;1.0187816655091442
8;1.02;1.0201384319470803;1.0209368239624135;1.0215675832723616;1.0219848611466102;1.0221948053962555;1.0223755933849847;1.0225287435660066;1.0225919276053628;1.021084672641782;1.0218113204444974;1.0224047845874473;1.0229094555483103;1.023461756973345;1.0239137699906453;1.0241767571117997;1.0244926669428727;1.024570927065977
9;1.02;1.0202616510216986;1.021740917651377;1.0228730100499808;1.023609130765627;1.0239487743249491;1.0242065518666836;1.0245702916337278;1.0246248144188386;1.021881084970873;1.0230981854994436;1.0240156503629352;1.0249084739700878;1.025778589396521;1.026211537524439;1.0266269540409974;1.0270807795618337;1.02717214670816
10;1.02;1.0203423131682747;1.0226101206725;1.024381471160671;1.0255944211505779;1.026249305615662;1.0267954392898457;1.0274053967309156;1.0275338107415641;1.022153593016294;1.0235556609221266;1.0244570190361342;1.0251863147741276;1.0258427380869917;1.0264043823228841;1.0268410449236454;1.0272809005156096;1.027411074189909
11;1.02;1.0205482099363856;1.0238699979266674;1.0265816960718583;1.028665615211193;1.0300726896881145;1.0312413567418357;1.0321767222268834;1.0325143898941038;1.023595131226308;1.0259837342462577;1.027862497156343;1.0297154143670797;1.0314553146775138;1.032468835757142;1.0332701358466494;1.0339685110315509;1.0341861891604986
12;1.02;1.0205677232993222;1.024522251531837;1.02775806663546;1.030261781148667;1.0320229244870922;1.0334010413306565;1.0345001104007983;1.034945687845947;1.0232557379366038;1.025263380778632;1.0265976608546032;1.0281943972895577;1.0295885718935625;1.0301616462897083;1.0303391727991331;1.0303639628819024;1.0301428660981997
13;1.02;1.0206320890135403;1.0248699575358724;1.028417499615887;1.0312394385987147;1.0332781341506332;1.0349526568416976;1.0360951474728979;1.036495416745438;1.0237164042787832;1.0261827193997168;1.0282848987122948;1.0300677946644508;1.0317911631828725;1.0326667536804641;1.0330225429290163;1.0331118920085263;1.0326938317126895
14;1.02;1.0207081948826935;1.024657676481975;1.027912802826597;1.0307137005884772;1.032755539094682;1.034630922681942;1.0357497827909277;1.0362016306434436;1.024961269949666;1.0285554079547339;1.0314659736366196;1.034020324941073;1.0363854803486372;1.037931875684745;1.0389634327543655;1.0396310279334082;1.0398070326183813
15;1.02;1.0204324599107002;1.0235538048493689;1.0264362845886725;1.0288893215451484;1.0307732814846022;1.0324918677023887;1.033646414401936;1.034291863038712;1.0227387728198534;1.0246180428408806;1.0259530268958967;1.0273354653155526;1.0284680518449514;1.0288690223528325;1.0287650940804511;1.0281523001144797;1.027559788772923
16;1.02;1.0202075477290362;1.0211099071231688;1.0220677795158988;1.0225708592992464;1.0231923028297705;1.0240087207508142;1.024493490239739;1.024677145653867;1.0217841410205943;1.0229468250700697;1.0237430755876888;1.0247129410856395;1.0255757120195754;1.0259491887880683;1.0259409051296464;1.0260664954254866;1.0258852385176185
17;1.02;1.0199292311475856;1.0204497585293142;1.0210745000046424;1.0213411349558508;1.0216527896004235;1.0219603212000516;1.022179323480027;1.0222937229543143;1.0191813184089393;1.018193118244737;1.017008786936913;1.0163508638924708;1.0157916651031522;1.014957691497569;1.0138743766988259;1.0135525593219687;1.013396280706988
18;1.02;1.0198634825254096;1.0196602757834354;1.019658898939293;1.0195143601660936;1.0193946731496846;1.0193321250133678;1.0192763921879084;1.0192836235000442;1.0188477102374256;1.0177784800274157;1.0167917145385068;1.0160508286715395;1.015395906062933;1.0147052816351918;1.0140117434861888;1.0139012200743962;1.0137593933510436
19;1.02;1.0198182928240074;1.0191646128891674;1.018665989309404;1.0183292482810864;1.0180619884620021;1.017914932638555;1.017809418338886;1.0177779857187372;1.0188354921912095;1.0179007005634009;1.0170728557421935;1.0164043488965646;1.0157999517219336;1.0152459875685007;1.0147551977775398;1.0144714492663727;1.0143661847735492
20;1.02;1.0197265001209812;1.0188230699166017;1.0180899098418084;1.0175120721808122;1.0170414061091042;1.016724267643958;1.0164935459407949;1.0163429757397957;1.017982062661212;1.0163500127932434;1.0149096018350303;1.0136897469493498;1.0125699249860265;1.0115347641003185;1.01061000754383;1.0103234857833499;1.0102202155823006
