;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
0;1.4018866779590293;1.2302457199184773;1.0619570251948474;0.8965456479352985;0.7346225873086658;0.5617046561424737;0.4004502389357435;1.4960554021109842;1.3420639720715106;1.1652522576045237;0.9873687432248528;0.8366194717613484;0.6354924590496536;0.4991472128469559;0.3242038257257582;0.20408040918882095
1;1.0960947363434281;0.9330435901510555;0.7536944121161129;0.5931440558440543;0.44652889636836696;0.3057100101099589;0.16548746791402205;1.6721906592246;1.5263601779050204;1.3647949843666964;1.177325263113009;1.0285653817029354;0.8158644317544014;0.637129520324044;0.3668627729304108;0.2073375429590893
2;1.1811880173579246;1.0355168421627723;0.852700877166442;0.6814406241499584;0.520511030300737;0.37766169151039614;0.1789152782781293;1.6029801308195306;1.452084591694888;1.2135804038796354;1.047844875876372;0.8969118026824202;0.6926420751790665;0.5179890370721016;0.3553578428864837;0.202978535442351
3;1.1209812470251541;0.9728190400763418;0.7843134245547979;0.622437245251077;0.47492598985237167;0.32806247435267705;0.17193316677973483;1.6136894231459913;1.459673842809673;1.2629466412488142;1.0814576023665012;0.9230176032496482;0.7244269118429617;0.5582456137043419;0.3791691121521915;0.2000454457924007
4;1.1049829389931196;0.9756472136598846;0.8035551397819992;0.636422384714125;0.4779953111654557;0.34020338390532234;0.177110434645595;1.47547999422884;1.3334781861600842;1.177651515648848;0.9957429502920114;0.8480569794094104;0.6687318857641686;0.5112935621381672;0.34220229514225875;0.20320968216004984
5;1.0997398861165955;0.9213854088171013;0.734724953059944;0.5759692384653639;0.43812184217172734;0.29506653938267713;0.1665561833551267;1.6698054841880239;1.5228804244906529;1.3594653302307107;1.1712724891651611;0.908568900711029;0.728399552669459;0.45983294116509676;0.33421473835499527;0.19391580706065914
6;0.5131592461348443;0.3006442102122226;0.2572923332282068;0.21944781073649436;0.23796129087650825;0.057651209571343516;0.05126821258798009;0.6213869972727876;0.5408185667658274;0.40092036206850884;0.3520327830165042;0.2629809617986403;0.1586532462365682;0.1748031125906554;0.08902633920364683;0.1055657832058862
7;0.7162736926337396;0.6626062583700536;0.5415243233839659;0.6666529728132837;0.79181285780742;0.03668779500815887;0.08888974820407672;0.07654398606068587;0.07899959771898205;0.17707420461818993;0.265322803248849;0.23231834661510686;0.15744283963884165;0.003296643749783938;0.13712695074228418;0.11182382537293803
8;1.6076872344946762;1.4474095500367066;1.1980783672574398;1.0276947983963756;0.5561153481237556;0.5293919115501416;0.2686633925752406;2.4242039532426154;2.309132838592028;2.3133138634333736;2.378373642080004;1.8758592235349634;1.7196964483239725;1.3510214331003385;0.732354486512128;0.43419510378783666
9;3.2691719406073037;3.130706748906552;2.272205085429114;1.9954607936631914;2.1161442467646707;1.0551658264392887;0.3185809059089101;3.7959786833152718;3.7513329605800045;3.62125707214586;3.636538590745575;2.6750533096745035;2.8781630455144045;2.660689652287747;1.7204475911011405;0.925237482951987
10;3.4069682329686906;3.0798730996934873;1.7756550092815417;1.6593747781270405;1.3340038325402597;1.1425531828473823;0.02165153823112893;5.517591782274199;5.190511992481394;4.7107020839687275;4.685990564004274;3.3421424384457006;3.692411461198511;3.3777600285413003;2.5668399163052853;1.3481283601975482
11;6.844041531520934;5.9809724625996274;4.2961943784476455;4.016876706197269;3.753247467197723;1.9589919784742351;0.5190666645828091;7.75429185486338;7.93765325134402;7.269918688175045;6.934403041035182;5.2816029996595075;4.838884546918446;4.355923565037396;3.193901883786233;1.6991483769613576
12;7.485510410105883;6.344225404763312;4.422614020838728;4.270873901403077;4.330681546314172;2.4012494490777208;0.6869203544561222;7.483981943112274;7.293501904643534;7.621157699934225;7.168110133866837;5.361696789165696;4.729760316976051;4.292280434932668;3.6254137287513344;1.9491293872882638
13;8.817057346254122;7.790886068274812;5.700534882075567;5.394477499690789;4.031933337845937;2.006016534184643;0.34084068538922413;7.860665263594817;8.159464346966661;9.240607595738798;8.488286904541866;6.58985738534454;5.65377522148472;5.076620470590471;3.912299407621298;2.055866823675622
14;8.853174209393888;7.6951936905443015;5.65313186010489;5.349551428034618;4.167648397631782;2.274477354447481;0.4070421936120262;10.352644641836688;9.47898867430913;9.261143571805823;8.68970365122135;6.884136697601713;5.113969141338838;4.298768509644468;3.5804327135316885;1.8641740396377788
